title,link,authors,year
A Model for Understanding and Assessing Semi-Fake Scientific News Reporting,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003224495-6/model-understanding-assessing-semi-fake-scientific-news-reporting-paola-catenaccio,"P Catenaccio - The Routledge Handbook of Discourse and …, 2023 - taylorfrancis.com",2023
[HTML] Did West Africa's Ebola Outbreak of 2014 Have a Lab Origin?–Independent Science News,https://www.vectorsjournal.org/did-west-africas-ebola-outbreak-of-2014-have-a-lab-origin-independent-science-news/,"S Husseini, J Latham - vectorsjournal.org",N/A
Writing Science for Diverse Audiences: A Corpus-based Discourse Analysis of the Language of Science News and Research Articles,https://scholarworks.gsu.edu/alesl_diss/67/,J Batchelor - 2023 - scholarworks.gsu.edu,2023
Can human intelligence safeguard against artificial intelligence? Exploring individual differences in the discernment of human from AI texts,https://pmc.ncbi.nlm.nih.gov/articles/PMC11092869/,"J Chein, S Martinez, A Barone - Research Square, 2024 - pmc.ncbi.nlm.nih.gov",2024
Recent Advancements in Misinformation Detection,https://link.springer.com/chapter/10.1007/978-3-031-54834-5_2,"A Ekbal, R Kumari - Dive into Misinformation Detection: From Unimodal to …, 2024 - Springer",2024
Network embedding aided vaccine skepticism detection,https://link.springer.com/article/10.1007/s41109-023-00534-x,"F Béres, TV Michaletzky, R Csoma… - Applied Network Science, 2023 - Springer",2023
[PDF] Desing and construction of microcontroller finger-base attendance system,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-185-2023-148-162-1.pdf,"DC Agumba, M Eze, II Eneh… - … Scientific News, 2023 - worldscientificnews.com",2023
"[PDF] Application of GIS-AHP based category model in the identification of forest fire hazard in Ondo State, Nigeria",https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-181-2023-121-144-4.pdf,"SO Adebowale, O Ayodeji, B Dada… - … Scientific News, 2023 - worldscientificnews.com",2023
A rapid tertiary review at the fake news domain,https://sol.sbc.org.br/index.php/erigo/article/view/27242,"JRS Gomes, VVG Neto, JR Barbosa… - Escola Regional de …, 2023 - sol.sbc.org.br",2023
“This is fake! shared it by mistake”: Assessing the intent of fake news spreaders,https://dl.acm.org/doi/abs/10.1145/3485447.3512264,"X Zhou, K Shu, VV Phoha, H Liu… - Proceedings of the ACM …, 2022 - dl.acm.org",2022
News video indexing and abstraction by specific visual cues: MSC and news caption,https://www.igi-global.com/chapter/news-video-indexing-abstraction-specific/30769,"F Jiang, YJ Zhang - Video data management and information …, 2005 - igi-global.com",2005
[PDF] Overview of Military Operations of US Arms Forces During the First Gulf War,https://scholar.archive.org/work/cjysnftmnjacvejjk6xt5yjof4/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/01/WSN-72-2017-242-247.pdf,"S Wierzbicki, P Mazurczak - World Scientific News, 2017 - scholar.archive.org",2017
[PDF] Approaches in Assessing the Credibility of Online Information,https://conferences.info.uaic.ro/consilr/prevEditions/Consilr_2020.pdf#page=159,"M PETIC, A GOREA, I ȚIȚCHIEV - ISSN 1843-911X, 2020 - conferences.info.uaic.ro",2020
[PDF] Chemical Components of Fan Palm and its Durability in Severe Environment,https://scholar.archive.org/work/l5pxoybwrzdazeorncceinv7qq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2015/07/WSN-24-2015-90-102.pdf,"MT Audu, AA Jimoh - World Scientific News, 2015 - scholar.archive.org",2015
[PDF] Reinforcement-Based Learning for Process Classification Task,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-36-2016-12-26.pdf,"LZ Bashir - World Scientific News, 2016 - worldscientificnews.com",2016
An Improved Model for Detection of Fake News On Social Media Using Deep Learning Algorithms (A Case Study of Twitter Networking Site),https://fanefanejournal.com/FFI/article/view/1184,"MW Bara, AA Goni - Fane-Fane International Multi-Disciplinary …, 2023 - fanefanejournal.com",2023
"[PDF] Using Social Media to Detect Fake News Information Related to Product Marketing: The FakeAds Corpus. Data 2022, 7, 44",https://www.academia.edu/download/90434209/data-07-00044-v2.pdf,"N Alnazzawi, N Alsaedi, F Alharbi, N Alaswad - 2022 - academia.edu",2022
[PDF] Surveillance and Sequestration Issues of Internet of Things (SSIoT),https://www.researchgate.net/profile/Revathi-Velusamy/publication/320237276_REVERSIBLE_DATA_HIDING_WITH_QR_CODE_APPLICATION/links/59d67176a6fdcc52aca7cba5/REVERSIBLE-DATA-HIDING-WITH-QR-CODE-APPLICATION.pdf#page=185,"R Banu, A Taranum - World Scientific News, 2016 - researchgate.net",2016
[PDF] The solar radio burst type II correlated with minor CME contributes to the production of geomagnetic disturbance,https://www.academia.edu/download/98526350/WSN-46-2016-165-175.pdf,"N Husien, ZS Hamidi, MO Ali, NH Zainol… - … Scientific News, 2016 - academia.edu",2016
Bacilli bacterial cell image analysis using active contour segmentation with SVM classifier,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-95fe855e-8f85-468c-a443-c5add747ddfd,"P Bannigidad - World Scientific News, 2019 - agro.icm.edu.pl",2019
"Research publications involving proprietary products: science, news, or advertising?",https://publications.aap.org/pediatrics/article-abstract/101/3/468/61922,"RK Kanter - Pediatrics, 1998 - publications.aap.org",1998
"[PDF] Levels, profiles, and sources of total petroleum hydrocarbons (TPHs) in sediments of the Aba River at Ogbor-Hill Region, South-Eastern, Nigeria",https://worldscientificnews.com/wp-content/uploads/2023/12/WSN-187-2024-31-46.pdf,"AA Chokor - World Scientific News, 2024 - worldscientificnews.com",2024
[PDF] Rhetorical Structure Theory as a Feature for Deception Detection in News Reports in the Russian,https://fruct.org/publications/volume-17-ainl-ismw/acm17/files/Pis.pdf,D Pisarevskaya - fruct.org,N/A
Enable people to identify science news based on retracted articles on social media,https://arxiv.org/abs/2309.00912,"W Yaqub, J Kay, M Goldwater - arXiv preprint arXiv:2309.00912, 2023 - arxiv.org",2023
[PDF] Probiotic Bacillus sp. environmental strains as a component of improved dishwasher cleaning product,https://www.academia.edu/download/98976628/WSN_72__2017__141-149.pdf,"J Banaszczyk, G Jędrzejczak, D Zarzeczańska… - … Scientific News, 2017 - academia.edu",2017
[CITATION] An Illustration of ML Models to Determine the Prevalence and Predicting Factors of the First-Day Neonatal Mortality in Bangladesh,N/A,"R Rois - World Scientific News, 2022 - Scientific Publishing House …",2022
[BOOK] Knowledge & Illustrated Scientific News,https://books.google.com/books?hl=en&lr=&id=Huk_AQAAMAAJ&oi=fnd&pg=PA21&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+detection&ots=bq2nRXU8PQ&sig=2JSst-dJW2tdbl6HFY-NEw-EPAE,"AC Ranyard, BFS Baden-Powell, ES Grew, WM Webb… - 1885 - books.google.com",N/A
Science communication and the nature of the social media audience: Breaking and spreading of science news on Twitter in the South African context,https://scholar.sun.ac.za/handle/10019.1/100908,RS Van Rooyen - 2017 - scholar.sun.ac.za,2017
AN AMALGAMATION OF DECISION TREE AND COSINE KERNEL SVM FOR THE FIRE DETECTION IN FOREST COVER.,https://go.gale.com/ps/i.do?id=GALE%7CA678693462&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=10562176&p=AONE&sw=w,"P Shenbagam, N Rajkumar - Dynamic Systems and Applications, 2021 - go.gale.com",2021
Automated detection of misinformation sources on social media,https://repositum.tuwien.at/handle/20.500.12708/20194,V Rupprecht - 2022 - repositum.tuwien.at,2022
[PDF] A Single Substitute Review Creation Using Data Mining Techniques,https://www.researchgate.net/profile/Rishabh-Saxena-13/publication/328696217_A_Single_Substitute_Review_Creation_Using_Data_Mining_Techniques/links/5bdc55cda6fdcc3a8db89b59/A-Single-Substitute-Review-Creation-Using-Data-Mining-Techniques.pdf,"R Varma, R Saxena - World Scientific News, 2018 - researchgate.net",2018
EPISCIENCES–an overlay publication platform,https://content.iospress.com/articles/information-services-and-use/isu749,"C Berthaud, L Capelli, J Gustedt… - … services & use, 2014 - content.iospress.com",2014
[PDF] Emotional text tagging,http://gbuscher.com/publications/IsmailBiedert11_EmotionalTextTagging.pdf,"F Ismail, R Biedert, A Dengel, G Buscher - IUI, 2011 - gbuscher.com",2011
[PDF] Fabrication of a DTMF Based Guided Vehicle,https://www.researchgate.net/profile/R-S-Krishna/publication/336252666_Fabrication_of_a_DTMF_Based_Guided_Vehicle/links/5d96fb5b92851c2f70e83a03/Fabrication-of-a-DTMF-Based-Guided-Vehicle.pdf,"RS Krishna - World Scientific News, 2019 - researchgate.net",2019
[PDF] Verginica Barbu Mititelu Elena Irimia Dan Tufiș,https://www.researchgate.net/profile/Mircea-Petic/publication/349830610_Approaches_In_Assessing_The_Credibility_Of_Online_Information/links/60429e3f4585154e8c79f72e/Approaches-In-Assessing-The-Credibility-Of-Online-Information.pdf,D Cristea - researchgate.net,N/A
[HTML] A survey of event extraction methods from text for decision support systems,https://www.sciencedirect.com/science/article/pii/S0167923616300173,"F Hogenboom, F Frasincar, U Kaymak… - Decision Support …, 2016 - Elsevier",2016
[HTML] Discovery of seven-exoplanet system energizes world science news,https://pubs.aip.org/physicstoday/Online/11892/Discovery-of-seven-exoplanet-system-energizes,ST Corneliussen - 2017 - pubs.aip.org,2017
A multilevel transfer learning technique and LSTM framework for generating medical captions for limited CT and DBT images,https://link.springer.com/article/10.1007/s10278-021-00567-7,"RV Aswiga, AP Shanthi - Journal of digital imaging, 2022 - Springer",2022
What is this Text about?,https://dl.acm.org/doi/abs/10.1145/944868.944894,"N Hernandez, B Grau - Proceedings of the 21st annual international …, 2003 - dl.acm.org",2003
"[PDF] Quality assessment of some sachet water produced and sold around Owerri North local government area of Imo State, Nigeria",https://www.researchgate.net/profile/Enyoh-Ebere/publication/366605945_Quality_Assessment_of_Some_Sachet_Water_Produced_and_Sold_Around_Owerri_North_Local_Government_Area_of_Imo_State_Nigeria/links/63aad6e403aad5368e458120/Quality-Assessment-of-Some-Sachet-Water-Produced-and-Sold-Around-Owerri-North-Local-Government-Area-of-Imo-State-Nigeria.pdf,"FC Ibe, AS Ahmad, MC Ashabelem… - … Scientific News, 2023 - researchgate.net",2023
[PDF] Antisurge systems-state of the art,https://scholar.archive.org/work/hyxcsbkeqbcodcbnrr2ucfl2ry/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/07/WSN-812-2017-53-68.pdf,"F Grapow - World Scientific News, 2017 - scholar.archive.org",2017
[PDF] A quality control test for general x-ray machine,https://scholar.archive.org/work/pxyqvemhqzfyzenuetu2wriukq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/08/WSN-90-2017-11-30.pdf,"AK AL-Jasim, S Hulugalle… - … Scientific News, 2017 - scholar.archive.org",2017
[BOOK] Dive Into Misinformation Detection,https://link.springer.com/content/pdf/10.1007/978-3-031-54834-5.pdf,"A Ekbal, R Kumari - 2024 - Springer",2024
[PDF] Defect reduction by total quality management in a crackers manufacturing system,https://www.researchgate.net/profile/Md-Zahid-Hasan/publication/324808528_Defect_Reduction_by_Total_Quality_Management_in_a_Crackers_Manufacturing_System/links/5ae364f5aca272ba507ceaee/Defect-Reduction-by-Total-Quality-Management-in-a-Crackers-Manufacturing-System.pdf,"MZ Hasan, A Rezwan, MR Islam, A Dutta - World Scientific News, 2018 - researchgate.net",2018
[PDF] Fake News Detection with Journalists-in-the Loop,https://www.researchgate.net/profile/Soniya-Vijayakumar-4/publication/376416125_Fake_News_Detection_with_Journalists-in-the-Loop/links/657836acea5f7f020561ad91/Fake-News-Detection-with-Journalists-in-the-Loop.pdf,"S Vijayakumar, SM Yimam - 2021 - researchgate.net",2021
Countering misinformation: A multidisciplinary approach,https://journals.sagepub.com/doi/abs/10.1177/20539517211013848,"KT Gradoń, JA Hołyst, WR Moy… - Big Data & …, 2021 - journals.sagepub.com",2021
[PDF] Wireless Sensor Based Health Monitoring System for Co-Morbid Patient,https://www.researchgate.net/profile/Sujithra_Muthuswamy/publication/301887107_Internet_of_Things_-_An_Overview/links/5b07a9e80f7e9b1ed7f1ec20/Internet-of-Things-An-Overview.pdf#page=28,"D Priyanka, A Saranya, SS Priyanka… - … Scientific News, 2016 - researchgate.net",2016
MINT-Mainstream and independent news text corpus,https://link.springer.com/chapter/10.1007/978-3-030-98305-5_3,"D Caled, P Carvalho, MJ Silva - International Conference on …, 2022 - Springer",2022
ATTICA: A dataset for Arabic text-based traffic panels detection,https://ieeexplore.ieee.org/abstract/document/9466101/,"KS Boujemaa, M Akallouch, I Berrada… - IEEE …, 2021 - ieeexplore.ieee.org",2021
"[PDF] Text mining in unstructured text: techniques, methods and analysis",https://www.researchgate.net/profile/Tapati-Basak/publication/375583862_Text_mining_in_unstructured_text_techniques_methods_and_analysis/links/6550735c3fa26f66f4f47eca/Text-mining-in-unstructured-text-techniques-methods-and-analysis.pdf,"MA Razzaqe, T Basak - World Scientific News, 2022 - researchgate.net",2022
[PDF] Survey on Message Filtering Techniques for On-line Social Network,https://www.academia.edu/download/97130363/WSN-40-2016-163-174.pdf,"MN Rajkumar, P Kayathri, V Dhurka - World Scientific News, 2016 - academia.edu",2016
[PDF] A microcontroller-based combinational lock system,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-181-2023-32-52.pdf,"KA Abdulsalam, JA Adebisi… - … Scientific News, 2023 - worldscientificnews.com",2023
Science News Audiences in the Middle East,https://link.springer.com/chapter/10.1007/978-3-031-14252-9_9,"A Alhuntushi, J Lugo-Ocando - Science Journalism in the Arab World: The …, 2023 - Springer",2023
"[PDF] Metallic contaminant levels of borehole water sources within metal scrap dumpsites in Aboh Mbaise, Imo State, Nigeria",https://www.researchgate.net/profile/Francis-Ibe/publication/340434851_Metallic_contaminant_levels_of_borehole_water_sources_within_metal_scrap_dumpsites_in_Aboh_Mbaise_Imo_State_Nigeria/links/5e8882bba6fdcca789f27790/Metallic-contaminant-levels-of-borehole-water-sources-within-metal-scrap-dumpsites-in-Aboh-Mbaise-Imo-State-Nigeria.pdf,"FC Ibe, BE Ibeachu - World Scientific News, 2020 - researchgate.net",2020
[PDF] Verification and balance in science news: How the New Zealand mass media report scientific claims,http://ir.canterbury.ac.nz/bitstream/10092/4853/1/sessions_thesis.pdf,LA Sessions - 2003 - ir.canterbury.ac.nz,2003
"[PDF] A COMPARATIVE STUDY OF NEWSPAPER COVERAGE PATTERN OF SCIENCE NEWS IN INDIA AND UK, 1987-97",https://core.ac.uk/download/pdf/144518881.pdf,A RIZVI - 2007 - core.ac.uk,2007
[PDF] Detecting and Debunking Fake News and Half-truth: A Survey,https://www.cfilt.iitb.ac.in/~cfiltnew/resources/surveys/2023/survey_half_truth_sandeep_june23.pdf,"S Sandeep, P Bhattacharyya - cfilt.iitb.ac.in",N/A
[PDF] Fake News Detection with the GREEK-BERT Model with a Focus on COVID-19,https://pergamos.lib.uoa.gr/uoa/dl/object/2967905/file.pdf,"DP Fioretos, DA Pantazi… - … Thesis, National and …, 2021 - pergamos.lib.uoa.gr",2021
Error detection for post-editing rule-based machine translation,https://aclanthology.org/2012.amta-wptp.9/,"J Valotkaite, M Asadullah - Workshop on Post-Editing Technology …, 2012 - aclanthology.org",2012
Seismic location station for detection of unobserved moving military machineries,https://dergipark.org.tr/en/pub/jmisci/issue/18983/200443,"A Bayramov, E Hashimov - Journal of Management and Information …, 2016 - dergipark.org.tr",2016
A Comparison of Lexicons for Detecting Controversy,https://par.nsf.gov/biblio/10463434,"C Leberknight, K Kaplun, A Feldman - LREC 2018 Workshop Natural …, 2018 - par.nsf.gov",2018
Optimized XGBoost-based model for accurate detection and classification of COVID-19 pneumonia,https://www.jcbi.org/index.php/Main/article/view/723,"F Malik, M Suliman, MQ Khan, N Rahman… - Journal of Computing & …, 2024 - jcbi.org",2024
"[PDF] Electrical Resistivity and Seismic Refraction Methods of Investigating a Landslide Area: A Case Study of Elu Community, Abia State, Nigeria",https://www.academia.edu/download/104746548/WSN-129-2019-135-146.pdf,"CN Nwankwo, GK Ugbena - World Scientific News, 2019 - academia.edu",2019
[PDF] Political Science News,https://www.memphis.edu/polisci/news-events/newsletters/psnewsletter_2014.pdf,M Kaelberer - memphis.edu,N/A
Theophrastus: On demand and real-time automatic annotation and exploration of (web) documents using open linked data,https://www.sciencedirect.com/science/article/pii/S1570826814000572,"P Fafalios, P Papadakos - Journal of web semantics, 2014 - Elsevier",2014
A Preliminary Observation: Can One Linguistic Feature Be the Deterministic Factor for More Accurate Fake News Detection?,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1782408,Y Chen - 2023 - diva-portal.org,2023
"Fakenewsnet: A data repository with news content, social context, and spatiotemporal information for studying fake news on social media",https://www.liebertpub.com/doi/abs/10.1089/big.2020.0062,"K Shu, D Mahudeswaran, S Wang, D Lee, H Liu - Big data, 2020 - liebertpub.com",2020
[PDF] THE PROBLEM OF FAKE NEWS IN TIMES: DETECTION AND COUNTERMEASURES,https://www.academia.edu/download/86387139/IJRAR1BLP244.pdf,"MR Ashfaq, MR Irfan - 2019 - academia.edu",2019
[PDF] Fake news detection using machine learning,https://matheo.uliege.be/bitstream/2268.2/8416/1/s134450_fake_news_detection_using_machine_learning.pdf,S Lorent - 2019 - matheo.uliege.be,2019
Crisis communications in the age of social media: A network analysis of Zika-related tweets,https://journals.sagepub.com/doi/abs/10.1177/0894439317721985,"L Hagen, T Keller, S Neely, N DePaula… - Social science …, 2018 - journals.sagepub.com",2018
"FakeNewsIndia: A benchmark dataset of fake news incidents in India, collection methodology and impact assessment in social media",https://www.sciencedirect.com/science/article/pii/S0140366422000093,"A Dhawan, M Bhalla, D Arora, R Kaushal… - Computer …, 2022 - Elsevier",2022
Designing digital content to support science journalism,https://dl.acm.org/doi/abs/10.1145/3419249.3420124,"N Maiden, K Zachos, S Franks, R Wells… - Proceedings of the 11th …, 2020 - dl.acm.org",2020
Deep Learning Model for News Quality Evaluation Based on Explicit and Implicit Information.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10798587&AN=175838663&h=ocfYfLF0tCFKYhbXE2Ru%2BvjXtX7j8Ht63oKh%2B9toVFxOyZ5tJ08j3aEeJy9Tfr1W1uKILHaf1gXDy4%2BNX%2BYuHA%3D%3D&crl=c,"G Song, Y Wang, J Li, H Hu - Intelligent Automation & Soft …, 2023 - search.ebscohost.com",2023
[PDF] A Text Classifier Model for Categorizing Feed Contents Consumed by a Web Aggregator,https://pdfs.semanticscholar.org/32a5/f0afc198e972f56cd8caba79dd73fc959321.pdf,"HOD Longe, F Salami - International Journal of Advanced …, 2014 - pdfs.semanticscholar.org",2014
[PDF] Information Retrieval System for Internet of Things: A Survey,https://www.researchgate.net/profile/Vijayalakshmi-Sr/publication/308379692_Challenges_in_Integrating_Wireless_Sensor_Network_and_Internet_of_Things_for_Environmental_Monitoring/links/57e271b208ae1f0b4d95c83c/Challenges-in-Integrating-Wireless-Sensor-Network-and-Internet-of-Things-for-Environmental-Monitoring.pdf#page=91,"C Indhu, S Sivakumari, RP Priyadharsini - World Scientific News, 2016 - researchgate.net",2016
Multilingual transformer-based personality traits estimation,https://www.mdpi.com/2078-2489/11/4/179,"S Leonardi, D Monti, G Rizzo, M Morisio - Information, 2020 - mdpi.com",2020
News Text Corpus,https://books.google.com/books?hl=en&lr=&id=Df9kEAAAQBAJ&oi=fnd&pg=PA26&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+detection&ots=UHn9vb9L5r&sig=bPwpZc4OWt0bn2ht3Nzgg9UL1dk,"D Caled, P Carvalho, MJ Silva - Computational Processing of the …, 2022 - books.google.com",2022
Discovering New Sensitive Words Based on Sensitive Information Categorization,https://link.springer.com/chapter/10.1007/978-3-030-24274-9_30,"P Liu, Y Li, Z Cai, S Chen - … 5th International Conference, ICAIS 2019, New …, 2019 - Springer",2019
Automated plant leaf disease detection and classification using fuzzy based function network,https://link.springer.com/article/10.1007/s11277-021-08734-3,"SS Chouhan, UP Singh, S Jain - Wireless Personal Communications, 2021 - Springer",2021
[PDF] AugmentedFruitVegML: Enhancing Postharvest Quality of Fruits and Vegetables for Improved Freshness Detection and Classification,https://www.researchgate.net/profile/Happy-Monday/publication/388831421_AugmentedFruitVegML_Enhancing_Postharvest_Quality_of_Fruits_and_Vegetables_for_Improved_Freshness_Detection_and_Classification/links/67a88d8d461fb56424d12ec8/AugmentedFruitVegML-Enhancing-Postharvest-Quality-of-Fruits-and-Vegetables-for-Improved-Freshness-Detection-and-Classification.pdf,"GC Olumba, GU Nneji, HN Monday, RI Nneji… - researchgate.net",N/A
[PDF] DESIGN AND CONSTRUCTION OF A HIDDEN/MISPLACED ACTIVE CELL PHONE DETECTOR,https://worldscientificnews.com/wp-content/uploads/2025/01/WSN-199-2025-32-55.pdf,"RC Law-Obi, IA Ezenugu, J Uzoho, FN Law-Obi… - worldscientificnews.com",N/A
Corporate Greenwashing Detection in Text-a Survey,https://arxiv.org/abs/2502.07541,"T Calamai, O Balalau, TL Guenedal… - arXiv preprint arXiv …, 2025 - arxiv.org",2025
Computer vision-based precision livestock farming: An overview of the challenges and opportunities,http://psjd.icm.edu.pl/psjd/element/bwmeta1.element.psjd-a2f94264-0849-434b-ab6f-12f7af7084e5,"DA Olubummo, RW Bello - World News of Natural Sciences, 2024 - psjd.icm.edu.pl",2024
The various dimensions of disinformation: an introduction,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003224495-1/various-dimensions-disinformation-stefania-maci-massimiliano-demata-philip-seargeant-mark-mcglashan,"SM Maci, M Demata, P Seargeant… - … Routledge handbook of …, 2024 - taylorfrancis.com",2024
"[PDF] Modeling the Impact of Agriculture, Export Earnings and Inflation on Gross Domestic Product Using the Generalized Least Square (GLS) Approach",https://www.academia.edu/download/79297139/WSN-1342-2019-326-334.pdf,"AS Henry, J Simon, AA Gwani - World Scientific News, 2019 - academia.edu",2019
The impact of combining arabic sarcasm detection datasets on the performance of bert-based model,https://ieeexplore.ieee.org/abstract/document/9811141/,"R Obeidat, A Bashayreh… - 2022 13th International …, 2022 - ieeexplore.ieee.org",2022
[PDF] Classification of long bone x-ray images using new features and support vector machine,https://www.researchgate.net/profile/Muneera-Altayeb/publication/352262091_Classification_of_Long_Bone_X-ray_Images_using_New_features_and_Support_Vector_Machine/links/65b401071e1ec12eff4fc830/Classification-of-Long-Bone-X-ray-Images-using-New-features-and-Support-Vector-Machine.pdf,"A Al-Ghraibah, M Algharibeh, W AlMohtasib… - International …, 2021 - researchgate.net",2021
Detecting political biases of named entities and hashtags on Twitter,https://epjds.epj.org/articles/epjdata/abs/2023/01/13688_2023_Article_386/13688_2023_Article_386.html,"Z Xiao, J Zhu, Y Wang, P Zhou, WH Lam… - EPJ Data …, 2023 - epjds.epj.org",2023
Hashimoto's thyroiditis,https://publicum.umed.lodz.pl/info/article/AMLc6ddbe0e4e83476bad8490f542f13dc2?r=publication&ps=20&lang=pl&title=Publication%2B%25E2%2580%2593%2BHashimoto%25E2%2580%2599s%2Bthyroiditis%2B%25E2%2580%2593%2BMedical%2BUniversity%2Bof%2BLodz&pn=1&cid=230108,"E Machała, M Redynk, I Iavorska… - … Scientific News, 2019 - publicum.umed.lodz.pl",2019
[PDF] Pattern analysis of news media content,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=f9e50e70fd5a63606c4c0ee39944f307bd884686,I Flaounas - 2011 - Citeseer,2011
Investigating the significance of New features extracted from long bones X-ray images,https://ieeexplore.ieee.org/abstract/document/9265163/,"A Al-Ghraibah, M Algharibeh… - 2020 IEEE 5th …, 2020 - ieeexplore.ieee.org",2020
Characterizing the spread of exaggerated health news content over social media,https://dl.acm.org/doi/abs/10.1145/3342220.3344927,"J Patro, S Baruah, V Gupta, M Choudhury… - Proceedings of the 30th …, 2019 - dl.acm.org",2019
"[PDF] Attitudes of Oak Ridge (Martin Marietta Energy Systems, Inc.) scientists and engineers toward science news in local newspapers",https://trace.tennessee.edu/cgi/viewcontent.cgi?article=13768&context=utk_gradthes,SA Guthrie - 1992 - trace.tennessee.edu,1992
[PDF] Developing Smart Environmental solutions using Internet of Things for Smart City Infrastructure: A Survey,https://www.academia.edu/download/92559718/WSN_142__2020__60-75.pdf,"S Aradhyamatada, UM Rohitha - World Scientific News, 2020 - academia.edu",2020
[PDF] COMBATING FAKE NEWS USING INTELLIGENT SYSTEMS,https://www.researchgate.net/profile/Jhansi-Rani-M-R-2/publication/382643050_Overconfidence_Bias_Finance_Risk_Taking_Attitude_and_Mutual_Fund_Investment_Decision/links/66a786c9de060e4c7e671254/Overconfidence-Bias-Finance-Risk-Taking-Attitude-and-Mutual-Fund-Investment-Decision.pdf#page=657,"J KAUR, H SINGH - Stochastic Modeling - researchgate.net",N/A
Multi-domain bearing fault diagnosis using support vector machine,https://ieeexplore.ieee.org/abstract/document/9573613/,"RK Mishra, A Choudhary, AR Mohanty… - 2021 IEEE 4th …, 2021 - ieeexplore.ieee.org",2021
[PDF] Analyse the Metrological Data Using Data Mining Technique,https://www.researchgate.net/profile/Sujithra_Muthuswamy/publication/301887107_Internet_of_Things_-_An_Overview/links/5b07a9e80f7e9b1ed7f1ec20/Internet-of-Things-An-Overview.pdf#page=256,"P Vanitha, M Mayilvaganan - World Scientific News, 2016 - researchgate.net",2016
[PDF] Natural Language Processing meets Journalism III-Proceedings of the LREC 2018 workshop,https://cris.fbk.eu/bitstream/11582/314299/2/book_of_proceedings.pdf,"C Strapparava, O Popescu - 2018 - cris.fbk.eu",2018
Challenges and issues on online news management,https://ieeexplore.ieee.org/abstract/document/6190574/,"WMS Yafooz, SZZ Abidin… - 2011 IEEE International …, 2011 - ieeexplore.ieee.org",2011
Automatic Plant Watering System Using IoT System,https://myjms.mohe.gov.my/index.php/IJEISR/article/view/24475,"Z Gani, HN Gani, Z Yunus… - International Journal of …, 2023 - myjms.mohe.gov.my",2023
